AnnoS;AteneoCOD;AteneoNOME;SESSO;Lau
2007;4301;Macerata;F;1372
2007;4301;Macerata;M;626
2007;4302;Camerino;F;485
2007;4302;Camerino;M;591
2007;4801;Firenze;F;5746
2007;4801;Firenze;M;3649
2007;5001;Pisa;F;3625
2007;5001;Pisa;M;3394
2007;5201;Siena;F;2085
2007;5201;Siena;M;3319
2007;5202;Siena Stranieri;F;85
2007;5202;Siena Stranieri;M;11
2007;5401;Perugia;F;3174
2007;5401;Perugia;M;2161
2007;5403;Perugia Stranieri;F;449
2007;5403;Perugia Stranieri;M;355
2007;5601;Tuscia;F;754
2007;5601;Tuscia;M;1448
2007;5801;Roma La Sapienza;F;12337
2007;5801;Roma La Sapienza;M;7474
2007;5802;Roma Tor Vergata;F;2699
2007;5802;Roma Tor Vergata;M;2354
2007;5803;Roma LUMSA;F;1166
2007;5803;Roma LUMSA;M;463
2007;5805;Roma LUISS;F;598
2007;5805;Roma LUISS;M;607
2007;5806;Roma Foro Italico;F;106
2007;5806;Roma Foro Italico;M;128
2007;5807;Roma Tre;F;3897
2007;5807;Roma Tre;M;2223
2007;5808;Roma Biomedico;F;130
2007;5808;Roma Biomedico;M;68
2007;5809;Roma UNINT;F;460
2007;5809;Roma UNINT;M;449
2007;5810;Roma Marconi - telematica;F;262
2007;5810;Roma Marconi - telematica;M;1451
2007;5811;Roma UNITELMA - telematica;F;87
2007;5811;Roma UNITELMA - telematica;M;405
2007;5813;Roma UNINETTUNO - telematica;M;1
2007;6001;Cassino;F;1037
2007;6001;Cassino;M;680
2007;6201;Sannio;F;424
2007;6201;Sannio;M;395
2007;6301;Napoli Federico II;F;6595
2007;6301;Napoli Federico II;M;5450
2007;6302;Napoli Parthenope;F;1056
2007;6302;Napoli Parthenope;M;1143
2007;6303;Napoli L'Orientale;F;1459
2007;6303;Napoli L'Orientale;M;412
2007;6304;Napoli Benincasa;F;1678
2007;6304;Napoli Benincasa;M;336
2007;6306;Napoli Vanvitelli;F;2484
2007;6306;Napoli Vanvitelli;M;1566
2007;6501;Salerno;F;2966
2007;6501;Salerno;M;1794
2007;6601;L'Aquila;F;1908
2007;6601;L'Aquila;M;1546
2007;6701;Teramo;F;707
2007;6701;Teramo;M;745
2007;6901;Chieti e Pescara;F;4654
2007;6901;Chieti e Pescara;M;2925
2007;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;6
2007;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;1
2007;7001;Molise;F;812
2007;7001;Molise;M;540
2007;7101;Foggia;F;777
2007;7101;Foggia;M;451
2007;7201;Bari;F;5667
2007;7201;Bari;M;2728
2007;7202;Bari Politecnico;F;434
2007;7202;Bari Politecnico;M;1083
2007;7203;Casamassima - G.Degennaro;F;117
2007;7203;Casamassima - G.Degennaro;M;259
2007;7501;Salento;F;2837
2007;7501;Salento;M;1239
2007;7601;Basilicata;F;554
2007;7601;Basilicata;M;402
2007;7801;Calabria;F;2881
2007;7801;Calabria;M;1776
2007;7901;Catanzaro;F;1272
2007;7901;Catanzaro;M;639
2007;8001;Reggio Calabria;F;584
2007;8001;Reggio Calabria;M;601
2007;8201;Palermo;F;6450
2007;8201;Palermo;M;3680
2007;8301;Messina;F;3275
2007;8301;Messina;M;1597
2007;8601;Enna KORE;F;144
2007;8601;Enna KORE;M;448
2007;8701;Catania;F;4172
2007;8701;Catania;M;2901
2007;9001;Sassari;F;1205
2007;9001;Sassari;M;664
2007;9201;Cagliari;F;2635
2007;9201;Cagliari;M;1536
2006;101;Torino;F;6804
2006;101;Torino;M;4567
2006;102;Torino Politecnico;F;1268
2006;102;Torino Politecnico;M;3259
2006;201;Piemonte Orientale;F;1025
2006;201;Piemonte Orientale;M;580
2006;701;Aosta;F;48
2006;701;Aosta;M;22
2006;1001;Genova;F;3356
2006;1001;Genova;M;2517
2006;1201;Castellanza LIUC;F;198
2006;1201;Castellanza LIUC;M;395
2006;1202;Insubria;F;925
2006;1202;Insubria;M;588
2006;1501;Milano;F;5845
2006;1501;Milano;M;3927
2006;1502;Milano Politecnico;F;2927
2006;1502;Milano Politecnico;M;6198
2006;1503;Milano Bocconi;F;1561
2006;1503;Milano Bocconi;M;1830
2006;1504;Milano Cattolica;F;5469
2006;1504;Milano Cattolica;M;2554
2006;1505;Milano IULM;F;1115
2006;1505;Milano IULM;M;402
2006;1508;Milano San Raffaele;F;262
2006;1508;Milano San Raffaele;M;120
2006;1509;Milano Bicocca;F;3385
2006;1509;Milano Bicocca;M;1768
2006;1601;Bergamo;F;1363
2006;1601;Bergamo;M;776
2006;1701;Brescia;F;1129
2006;1701;Brescia;M;1076
2006;1801;Pavia;F;2403
2006;1801;Pavia;M;1687
2006;2101;Bolzano;F;227
2006;2101;Bolzano;M;79
2006;2201;Trento;F;1184
2006;2201;Trento;M;1040
2006;2301;Verona;F;2332
2006;2301;Verona;M;1074
2006;2701;Ca' Foscari Venezia;F;1934
2006;2701;Ca' Foscari Venezia;M;1049
2006;2702;Venezia Iuav;F;935
2006;2702;Venezia Iuav;M;874
2006;2801;Padova;F;7460
2006;2801;Padova;M;5651
2006;3001;Udine;F;1660
2006;3001;Udine;M;1398
2006;3201;Trieste;F;2293
2006;3201;Trieste;M;1605
2006;3401;Parma;F;3007
2006;3401;Parma;M;2226
2006;3601;Modena e Reggio Emilia;F;1791
2006;3601;Modena e Reggio Emilia;M;1474
2006;3701;Bologna;F;9380
2006;3701;Bologna;M;7218
2006;3801;Ferrara;F;1569
2006;3801;Ferrara;M;1191
2006;4101;Urbino;F;2256
2006;4101;Urbino;M;1148
2006;4201;Marche;F;1196
2006;4201;Marche;M;1400
2006;4301;Macerata;F;1423
2006;4301;Macerata;M;649
2006;4302;Camerino;F;477
2006;4302;Camerino;M;592
2006;4801;Firenze;F;5728
2006;4801;Firenze;M;3784
2006;5001;Pisa;F;3527
2006;5001;Pisa;M;3446
2006;5201;Siena;F;2106
2006;5201;Siena;M;2930
2006;5202;Siena Stranieri;F;48
2006;5202;Siena Stranieri;M;12
2006;5401;Perugia;F;3329
2006;5401;Perugia;M;2357
2006;5403;Perugia Stranieri;F;474
2006;5403;Perugia Stranieri;M;242
2006;5601;Tuscia;F;757
2006;5601;Tuscia;M;1207
2006;5801;Roma La Sapienza;F;12792
2006;5801;Roma La Sapienza;M;7856
2006;5802;Roma Tor Vergata;F;2663
2006;5802;Roma Tor Vergata;M;2705
2006;5803;Roma LUMSA;F;1196
2006;5803;Roma LUMSA;M;572
2006;5805;Roma LUISS;F;632
2006;5805;Roma LUISS;M;590
2006;5806;Roma Foro Italico;F;85
2006;5806;Roma Foro Italico;M;109
2006;5807;Roma Tre;F;3675
2006;5807;Roma Tre;M;2324
2006;5808;Roma Biomedico;F;98
2006;5808;Roma Biomedico;M;57
2006;5809;Roma UNINT;F;380
2006;5809;Roma UNINT;M;361
2006;5810;Roma Marconi - telematica;F;102
2006;5810;Roma Marconi - telematica;M;431
2006;5811;Roma UNITELMA - telematica;F;3
2006;5811;Roma UNITELMA - telematica;M;60
2006;6001;Cassino;F;1263
2006;6001;Cassino;M;790
2006;6201;Sannio;F;371
2006;6201;Sannio;M;320
2006;6301;Napoli Federico II;F;7029
2006;6301;Napoli Federico II;M;5973
2006;6302;Napoli Parthenope;F;1078
2006;6302;Napoli Parthenope;M;1174
2006;6303;Napoli L'Orientale;F;1474
2006;6303;Napoli L'Orientale;M;349
2006;6304;Napoli Benincasa;F;1749
2006;6304;Napoli Benincasa;M;297
2006;6306;Napoli Vanvitelli;F;2610
2006;6306;Napoli Vanvitelli;M;1704
2006;6501;Salerno;F;3113
2006;6501;Salerno;M;1953
2006;6601;L'Aquila;F;1692
2006;6601;L'Aquila;M;1557
2006;6701;Teramo;F;696
2006;6701;Teramo;M;590
2006;6901;Chieti e Pescara;F;3704
2006;6901;Chieti e Pescara;M;2920
2006;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;1
2006;7001;Molise;F;810
2006;7001;Molise;M;557
2006;7101;Foggia;F;842
2006;7101;Foggia;M;457
2006;7201;Bari;F;5815
2006;7201;Bari;M;2719
2006;7202;Bari Politecnico;F;541
2006;7202;Bari Politecnico;M;1248
2006;7203;Casamassima - G.Degennaro;F;141
2006;7203;Casamassima - G.Degennaro;M;387
2006;7501;Salento;F;2754
2006;7501;Salento;M;1186
2006;7601;Basilicata;F;518
2006;7601;Basilicata;M;414
2006;7801;Calabria;F;3053
2006;7801;Calabria;M;2051
2006;7901;Catanzaro;F;1348
2006;7901;Catanzaro;M;788
2006;8001;Reggio Calabria;F;645
2006;8001;Reggio Calabria;M;606
2006;8201;Palermo;F;4982
2006;8201;Palermo;M;3217
2006;8301;Messina;F;2945
2006;8301;Messina;M;1732
2006;8701;Catania;F;4262
2006;8701;Catania;M;2894
2006;9001;Sassari;F;1252
2006;9001;Sassari;M;678
2006;9201;Cagliari;F;2781
2006;9201;Cagliari;M;1567
2005;101;Torino;F;7171
2005;101;Torino;M;6373
2005;102;Torino Politecnico;F;1316
2005;102;Torino Politecnico;M;3352
2005;201;Piemonte Orientale;F;1080
2005;201;Piemonte Orientale;M;627
2005;701;Aosta;F;57
2005;701;Aosta;M;17
2005;1001;Genova;F;3323
2005;1001;Genova;M;2494
2005;1201;Castellanza LIUC;F;234
2005;1201;Castellanza LIUC;M;448
2005;1202;Insubria;F;774
2005;1202;Insubria;M;518
2005;1501;Milano;F;5764
2005;1501;Milano;M;3723
2005;1502;Milano Politecnico;F;3116
2005;1502;Milano Politecnico;M;6546
2005;1503;Milano Bocconi;F;1979
2005;1503;Milano Bocconi;M;2443
2005;1504;Milano Cattolica;F;6245
2005;1504;Milano Cattolica;M;2982
2005;1505;Milano IULM;F;1768
2005;1505;Milano IULM;M;471
2005;1508;Milano San Raffaele;F;181
2005;1508;Milano San Raffaele;M;82
2005;1509;Milano Bicocca;F;3300
2005;1509;Milano Bicocca;M;1585
2005;1601;Bergamo;F;1232
2005;1601;Bergamo;M;787
2005;1701;Brescia;F;1040
2005;1701;Brescia;M;1156
2005;1801;Pavia;F;2594
2005;1801;Pavia;M;1949
2005;2101;Bolzano;F;221
2005;2101;Bolzano;M;96
2005;2201;Trento;F;1305
2005;2201;Trento;M;1135
2005;2301;Verona;F;2458
2005;2301;Verona;M;1100
2005;2701;Ca' Foscari Venezia;F;2157
2005;2701;Ca' Foscari Venezia;M;1045
2005;2702;Venezia Iuav;F;853
2005;2702;Venezia Iuav;M;834
2005;2801;Padova;F;7562
2005;2801;Padova;M;5388
2005;3001;Udine;F;1553
2005;3001;Udine;M;1287
2005;3201;Trieste;F;2547
2005;3201;Trieste;M;2670
2005;3401;Parma;F;2966
2005;3401;Parma;M;2137
2005;3601;Modena e Reggio Emilia;F;1884
2005;3601;Modena e Reggio Emilia;M;1485
2005;3701;Bologna;F;10023
2005;3701;Bologna;M;7900
2005;3801;Ferrara;F;1795
2005;3801;Ferrara;M;1153
2005;4101;Urbino;F;2408
2005;4101;Urbino;M;1206
2005;4201;Marche;F;1151
2005;4201;Marche;M;1420
2005;4301;Macerata;F;1318
2005;4301;Macerata;M;678
2005;4302;Camerino;F;442
2005;4302;Camerino;M;628
2005;4801;Firenze;F;5467
2005;4801;Firenze;M;3648
2005;5001;Pisa;F;3693
2005;5001;Pisa;M;3361
2005;5201;Siena;F;2527
2005;5201;Siena;M;2456
2005;5202;Siena Stranieri;F;61
2005;5202;Siena Stranieri;M;11
2005;5401;Perugia;F;3439
2005;5401;Perugia;M;2424
2005;5403;Perugia Stranieri;F;609
2005;5403;Perugia Stranieri;M;203
2005;5601;Tuscia;F;846
2005;5601;Tuscia;M;1032
2005;5801;Roma La Sapienza;F;11789
2005;5801;Roma La Sapienza;M;7623
2005;5802;Roma Tor Vergata;F;3054
2005;5802;Roma Tor Vergata;M;2948
2005;5803;Roma LUMSA;F;1175
2005;5803;Roma LUMSA;M;468
2005;5805;Roma LUISS;F;776
2005;5805;Roma LUISS;M;740
2005;5806;Roma Foro Italico;F;84
2005;5806;Roma Foro Italico;M;110
2005;5807;Roma Tre;F;3176
2005;5807;Roma Tre;M;2267
2005;5808;Roma Biomedico;F;90
2005;5808;Roma Biomedico;M;58
2005;5809;Roma UNINT;F;200
2005;5809;Roma UNINT;M;91
2005;5810;Roma Marconi - telematica;F;5
2005;5810;Roma Marconi - telematica;M;105
2005;6001;Cassino;F;1099
2005;6001;Cassino;M;641
2005;6201;Sannio;F;343
2005;6201;Sannio;M;299
2005;6301;Napoli Federico II;F;6406
2005;6301;Napoli Federico II;M;5659
2005;6302;Napoli Parthenope;F;1053
2005;6302;Napoli Parthenope;M;1054
2005;6303;Napoli L'Orientale;F;1458
2005;6303;Napoli L'Orientale;M;388
2005;6304;Napoli Benincasa;F;1514
2005;6304;Napoli Benincasa;M;297
2005;6306;Napoli Vanvitelli;F;2639
2005;6306;Napoli Vanvitelli;M;1645
2005;6501;Salerno;F;2911
2005;6501;Salerno;M;1831
2005;6601;L'Aquila;F;1487
2005;6601;L'Aquila;M;1079
2005;6701;Teramo;F;754
2005;6701;Teramo;M;794
2005;6901;Chieti e Pescara;F;3682
2005;6901;Chieti e Pescara;M;2537
2005;7001;Molise;F;749
2005;7001;Molise;M;612
2005;7101;Foggia;F;694
2005;7101;Foggia;M;394
2005;7201;Bari;F;5613
2005;7201;Bari;M;2783
2005;7202;Bari Politecnico;F;466
2005;7202;Bari Politecnico;M;1150
2005;7203;Casamassima - G.Degennaro;F;68
2005;7203;Casamassima - G.Degennaro;M;244
2005;7501;Salento;F;2502
2005;7501;Salento;M;985
2005;7601;Basilicata;F;488
2005;7601;Basilicata;M;366
2005;7801;Calabria;F;3160
2005;7801;Calabria;M;2163
2005;7901;Catanzaro;F;856
2005;7901;Catanzaro;M;517
2005;8001;Reggio Calabria;F;572
2005;8001;Reggio Calabria;M;613
2005;8201;Palermo;F;4450
2005;8201;Palermo;M;2963
2005;8301;Messina;F;2871
2005;8301;Messina;M;1669
2005;8701;Catania;F;3716
2005;8701;Catania;M;2689
2005;9001;Sassari;F;1246
2005;9001;Sassari;M;636
2005;9201;Cagliari;F;2824
2005;9201;Cagliari;M;1601
2004;101;Torino;F;6593
2004;101;Torino;M;3791
2004;102;Torino Politecnico;F;1228
2004;102;Torino Politecnico;M;3112
2004;201;Piemonte Orientale;F;1059
2004;201;Piemonte Orientale;M;605
2004;701;Aosta;F;27
2004;701;Aosta;M;3
2004;1001;Genova;F;3214
2004;1001;Genova;M;2367
2004;1201;Castellanza LIUC;F;225
2004;1201;Castellanza LIUC;M;410
2004;1202;Insubria;F;848
2004;1202;Insubria;M;490
2004;1501;Milano;F;5111
2004;1501;Milano;M;3398
2004;1502;Milano Politecnico;F;2711
2004;1502;Milano Politecnico;M;6037
2004;1503;Milano Bocconi;F;2107
2004;1503;Milano Bocconi;M;2484
2004;1504;Milano Cattolica;F;5291
2004;1504;Milano Cattolica;M;2128
2004;1505;Milano IULM;F;1881
2004;1505;Milano IULM;M;450
2004;1508;Milano San Raffaele;F;162
2004;1508;Milano San Raffaele;M;69
2004;1509;Milano Bicocca;F;2700
2004;1509;Milano Bicocca;M;1378
2004;1601;Bergamo;F;999
2004;1601;Bergamo;M;697
2004;1701;Brescia;F;950
2004;1701;Brescia;M;1042
2004;1801;Pavia;F;3335
2004;1801;Pavia;M;2063
2004;2101;Bolzano;F;214
2004;2101;Bolzano;M;107
2004;2201;Trento;F;1099
2004;2201;Trento;M;970
2004;2301;Verona;F;2290
2004;2301;Verona;M;930
2004;2701;Ca' Foscari Venezia;F;2197
2004;2701;Ca' Foscari Venezia;M;1217
2004;2702;Venezia Iuav;F;794
2004;2702;Venezia Iuav;M;773
2004;2801;Padova;F;7371
2004;2801;Padova;M;4945
2004;3001;Udine;F;1705
2004;3001;Udine;M;1323
2004;3201;Trieste;F;2269
2004;3201;Trieste;M;2049
2004;3401;Parma;F;2355
2004;3401;Parma;M;1854
2004;3601;Modena e Reggio Emilia;F;1649
2004;3601;Modena e Reggio Emilia;M;1434
2004;3701;Bologna;F;8738
2004;3701;Bologna;M;8280
2004;3801;Ferrara;F;1416
2004;3801;Ferrara;M;1010
2004;4101;Urbino;F;2063
2004;4101;Urbino;M;1162
2004;4201;Marche;F;927
2004;4201;Marche;M;1119
2004;4301;Macerata;F;1187
2004;4301;Macerata;M;542
2004;4302;Camerino;F;459
2004;4302;Camerino;M;526
2004;4801;Firenze;F;4281
2004;4801;Firenze;M;2857
2004;5001;Pisa;F;3499
2004;5001;Pisa;M;3428
2004;5201;Siena;F;2974
2004;5201;Siena;M;1735
2004;5202;Siena Stranieri;F;36
2004;5202;Siena Stranieri;M;5
2004;5401;Perugia;F;2863
2004;5401;Perugia;M;1999
2004;5403;Perugia Stranieri;F;257
2004;5403;Perugia Stranieri;M;111
2004;5601;Tuscia;F;604
2004;5601;Tuscia;M;917
2004;5801;Roma La Sapienza;F;10343
2004;5801;Roma La Sapienza;M;6509
2004;5802;Roma Tor Vergata;F;3020
2004;5802;Roma Tor Vergata;M;3835
2004;5803;Roma LUMSA;F;911
2004;5803;Roma LUMSA;M;354
2004;5805;Roma LUISS;F;697
2004;5805;Roma LUISS;M;728
2004;5806;Roma Foro Italico;F;68
2004;5806;Roma Foro Italico;M;93
2004;5807;Roma Tre;F;2751
2004;5807;Roma Tre;M;1770
2004;5808;Roma Biomedico;F;85
2004;5808;Roma Biomedico;M;40
2004;5809;Roma UNINT;F;96
2004;5809;Roma UNINT;M;66
2004;6001;Cassino;F;871
2004;6001;Cassino;M;383
2004;6201;Sannio;F;253
2004;6201;Sannio;M;236
2004;6301;Napoli Federico II;F;5560
2004;6301;Napoli Federico II;M;5263
2004;6302;Napoli Parthenope;F;801
2004;6302;Napoli Parthenope;M;829
2004;6303;Napoli L'Orientale;F;1043
2004;6303;Napoli L'Orientale;M;282
2004;6304;Napoli Benincasa;F;1165
2004;6304;Napoli Benincasa;M;217
2004;6306;Napoli Vanvitelli;F;1896
2004;6306;Napoli Vanvitelli;M;1348
2004;6501;Salerno;F;2648
2004;6501;Salerno;M;1815
2004;6601;L'Aquila;F;1390
2004;6601;L'Aquila;M;946
2004;6701;Teramo;F;636
2004;6701;Teramo;M;451
2004;6901;Chieti e Pescara;F;3255
2004;6901;Chieti e Pescara;M;1992
2004;7001;Molise;F;647
2004;7001;Molise;M;474
2004;7101;Foggia;F;672
2004;7101;Foggia;M;408
2004;7201;Bari;F;4976
2004;7201;Bari;M;2458
2004;7202;Bari Politecnico;F;315
2004;7202;Bari Politecnico;M;957
2004;7203;Casamassima - G.Degennaro;F;28
2004;7203;Casamassima - G.Degennaro;M;86
2004;7501;Salento;F;2014
2004;7501;Salento;M;886
2004;7601;Basilicata;F;423
2004;7601;Basilicata;M;328
2004;7801;Calabria;F;2656
2004;7801;Calabria;M;1722
2004;7901;Catanzaro;F;653
2004;7901;Catanzaro;M;331
2004;8001;Reggio Calabria;F;381
2004;8001;Reggio Calabria;M;444
2004;8201;Palermo;F;4207
2004;8201;Palermo;M;2698
2004;8301;Messina;F;3215
2004;8301;Messina;M;1671
2004;8701;Catania;F;3154
2004;8701;Catania;M;2310
2004;9001;Sassari;F;1160
2004;9001;Sassari;M;602
2004;9201;Cagliari;F;3020
2004;9201;Cagliari;M;1774
2003;101;Torino;F;5825
2003;101;Torino;M;3558
2003;102;Torino Politecnico;F;1067
2003;102;Torino Politecnico;M;2788
2003;201;Piemonte Orientale;F;832
2003;201;Piemonte Orientale;M;458
2003;701;Aosta;F;10
2003;701;Aosta;M;1
2003;1001;Genova;F;2785
2003;1001;Genova;M;2289
2003;1201;Castellanza LIUC;F;146
2003;1201;Castellanza LIUC;M;299
2003;1202;Insubria;F;566
2003;1202;Insubria;M;412
2003;1501;Milano;F;4513
2003;1501;Milano;M;2893
2003;1502;Milano Politecnico;F;2649
2003;1502;Milano Politecnico;M;5706
2003;1503;Milano Bocconi;F;1043
2003;1503;Milano Bocconi;M;1425
2003;1504;Milano Cattolica;F;4663
2003;1504;Milano Cattolica;M;1817
2003;1505;Milano IULM;F;1369
2003;1505;Milano IULM;M;305
2003;1508;Milano San Raffaele;F;106
2003;1508;Milano San Raffaele;M;42
2003;1509;Milano Bicocca;F;1615
2003;1509;Milano Bicocca;M;942
2003;1601;Bergamo;F;662
2003;1601;Bergamo;M;514
2003;1701;Brescia;F;902
2003;1701;Brescia;M;941
2003;1801;Pavia;F;2251
2003;1801;Pavia;M;1859
2003;2101;Bolzano;F;195
2003;2101;Bolzano;M;47
2003;2201;Trento;F;979
2003;2201;Trento;M;881
2003;2301;Verona;F;2068
2003;2301;Verona;M;879
2003;2701;Ca' Foscari Venezia;F;2072
2003;2701;Ca' Foscari Venezia;M;1144
2003;2702;Venezia Iuav;F;698
2003;2702;Venezia Iuav;M;788
2003;2801;Padova;F;6314
2003;2801;Padova;M;3960
2003;3001;Udine;F;1399
2003;3001;Udine;M;1180
2003;3201;Trieste;F;2247
2003;3201;Trieste;M;1334
2003;3401;Parma;F;2013
2003;3401;Parma;M;1629
2003;3601;Modena e Reggio Emilia;F;1367
2003;3601;Modena e Reggio Emilia;M;1219
2003;3701;Bologna;F;7775
2003;3701;Bologna;M;7129
2003;3801;Ferrara;F;1108
2003;3801;Ferrara;M;856
2003;4101;Urbino;F;1855
2003;4101;Urbino;M;1078
2003;4201;Marche;F;980
2003;4201;Marche;M;1176
2003;4301;Macerata;F;819
2003;4301;Macerata;M;383
2003;4302;Camerino;F;444
2003;4302;Camerino;M;517
2003;4801;Firenze;F;3598
2003;4801;Firenze;M;2776
2003;5001;Pisa;F;3421
2003;5001;Pisa;M;3371
2003;5201;Siena;F;2044
2003;5201;Siena;M;1374
2003;5202;Siena Stranieri;F;14
2003;5202;Siena Stranieri;M;3
2003;5401;Perugia;F;2452
2003;5401;Perugia;M;1590
2003;5403;Perugia Stranieri;F;179
2003;5403;Perugia Stranieri;M;93
2003;5601;Tuscia;F;491
2003;5601;Tuscia;M;845
2003;5801;Roma La Sapienza;F;11783
2003;5801;Roma La Sapienza;M;7506
2003;5802;Roma Tor Vergata;F;2506
2003;5802;Roma Tor Vergata;M;6862
2003;5803;Roma LUMSA;F;672
2003;5803;Roma LUMSA;M;233
2003;5805;Roma LUISS;F;436
2003;5805;Roma LUISS;M;440
2003;5806;Roma Foro Italico;F;69
2003;5806;Roma Foro Italico;M;76
2003;5807;Roma Tre;F;1954
2003;5807;Roma Tre;M;1331
2003;5808;Roma Biomedico;F;56
2003;5808;Roma Biomedico;M;38
2003;5809;Roma UNINT;F;64
2003;5809;Roma UNINT;M;48
2003;6001;Cassino;F;892
2003;6001;Cassino;M;520
2003;6201;Sannio;F;213
2003;6201;Sannio;M;193
2003;6301;Napoli Federico II;F;4677
2003;6301;Napoli Federico II;M;4447
2003;6302;Napoli Parthenope;F;553
2003;6302;Napoli Parthenope;M;597
2003;6303;Napoli L'Orientale;F;923
2003;6303;Napoli L'Orientale;M;224
2003;6304;Napoli Benincasa;F;901
2003;6304;Napoli Benincasa;M;148
2003;6306;Napoli Vanvitelli;F;1361
2003;6306;Napoli Vanvitelli;M;1058
2003;6501;Salerno;F;2287
2003;6501;Salerno;M;1561
2003;6601;L'Aquila;F;1227
2003;6601;L'Aquila;M;757
2003;6701;Teramo;F;665
2003;6701;Teramo;M;448
2003;6901;Chieti e Pescara;F;2681
2003;6901;Chieti e Pescara;M;1477
2003;7001;Molise;F;521
2003;7001;Molise;M;353
2003;7101;Foggia;F;544
2003;7101;Foggia;M;373
2003;7201;Bari;F;4169
2003;7201;Bari;M;2282
2003;7202;Bari Politecnico;F;230
2003;7202;Bari Politecnico;M;808
2003;7203;Casamassima - G.Degennaro;F;9
2003;7203;Casamassima - G.Degennaro;M;21
2003;7501;Salento;F;1467
2003;7501;Salento;M;689
2003;7601;Basilicata;F;280
2003;7601;Basilicata;M;291
2003;7801;Calabria;F;1924
2003;7801;Calabria;M;1459
2003;7901;Catanzaro;F;482
2003;7901;Catanzaro;M;273
2003;8001;Reggio Calabria;F;327
2003;8001;Reggio Calabria;M;426
2003;8201;Palermo;F;3567
2003;8201;Palermo;M;2448
2003;8301;Messina;F;2223
2003;8301;Messina;M;1417
2003;8701;Catania;F;2769
2003;8701;Catania;M;1828
2003;9001;Sassari;F;1079
2003;9001;Sassari;M;560
2003;9201;Cagliari;F;2537
2003;9201;Cagliari;M;1662
2002;101;Torino;F;5610
2002;101;Torino;M;3414
2002;102;Torino Politecnico;F;783
2002;102;Torino Politecnico;M;2353
2002;201;Piemonte Orientale;F;669
2002;201;Piemonte Orientale;M;370
2002;1001;Genova;F;2509
2002;1001;Genova;M;2098
2002;1201;Castellanza LIUC;F;127
2002;1201;Castellanza LIUC;M;386
2002;1202;Insubria;F;487
2002;1202;Insubria;M;318
2002;1501;Milano;F;4217
2002;1501;Milano;M;2919
2002;1502;Milano Politecnico;F;1558
2002;1502;Milano Politecnico;M;3650
2002;1503;Milano Bocconi;F;892
2002;1503;Milano Bocconi;M;1318
2002;1504;Milano Cattolica;F;4107
2002;1504;Milano Cattolica;M;1882
2002;1505;Milano IULM;F;1010
2002;1505;Milano IULM;M;218
2002;1508;Milano San Raffaele;F;90
2002;1508;Milano San Raffaele;M;42
2002;1509;Milano Bicocca;F;809
2002;1509;Milano Bicocca;M;630
2002;1601;Bergamo;F;467
2002;1601;Bergamo;M;361
2002;1701;Brescia;F;698
2002;1701;Brescia;M;844
2002;1801;Pavia;F;1710
2002;1801;Pavia;M;1327
2002;2101;Bolzano;F;85
2002;2101;Bolzano;M;41
2002;2201;Trento;F;1026
2002;2201;Trento;M;1101
2002;2301;Verona;F;1800
2002;2301;Verona;M;776
2002;2701;Ca' Foscari Venezia;F;2007
2002;2701;Ca' Foscari Venezia;M;1143
2002;2702;Venezia Iuav;F;686
2002;2702;Venezia Iuav;M;755
2002;2801;Padova;F;5503
2002;2801;Padova;M;3555
2002;3001;Udine;F;847
2002;3001;Udine;M;701
2002;3201;Trieste;F;2243
2002;3201;Trieste;M;1063
2002;3401;Parma;F;1999
2002;3401;Parma;M;1529
2002;3601;Modena e Reggio Emilia;F;1004
2002;3601;Modena e Reggio Emilia;M;1162
2002;3701;Bologna;F;6963
2002;3701;Bologna;M;5721
2002;3801;Ferrara;F;1041
2002;3801;Ferrara;M;780
2002;4101;Urbino;F;1839
2002;4101;Urbino;M;1026
2002;4201;Marche;F;884
2002;4201;Marche;M;1086
2002;4301;Macerata;F;716
2002;4301;Macerata;M;369
2002;4302;Camerino;F;349
2002;4302;Camerino;M;419
2002;4801;Firenze;F;3769
2002;4801;Firenze;M;2779
2002;5001;Pisa;F;2812
2002;5001;Pisa;M;4436
2002;5201;Siena;F;1601
2002;5201;Siena;M;1112
2002;5202;Siena Stranieri;F;12
2002;5202;Siena Stranieri;M;1
2002;5401;Perugia;F;2037
2002;5401;Perugia;M;1434
2002;5403;Perugia Stranieri;F;100
2002;5403;Perugia Stranieri;M;38
2002;5601;Tuscia;F;407
2002;5601;Tuscia;M;618
2002;5801;Roma La Sapienza;F;8603
2002;5801;Roma La Sapienza;M;6347
2002;5802;Roma Tor Vergata;F;1979
2002;5802;Roma Tor Vergata;M;2065
2002;5803;Roma LUMSA;F;569
2002;5803;Roma LUMSA;M;167
2002;5805;Roma LUISS;F;416
2002;5805;Roma LUISS;M;410
2002;5806;Roma Foro Italico;F;303
2002;5806;Roma Foro Italico;M;232
2002;5807;Roma Tre;F;1638
2002;5807;Roma Tre;M;1056
2002;5808;Roma Biomedico;F;56
2002;5808;Roma Biomedico;M;29
2002;5809;Roma UNINT;F;24
2002;5809;Roma UNINT;M;21
2002;6001;Cassino;F;706
2002;6001;Cassino;M;456
2002;6201;Sannio;F;169
2002;6201;Sannio;M;153
2002;6301;Napoli Federico II;F;4621
